customer_id,age,gender,location,income_level,annual_income,spending_score,purchase_frequency,avg_order_value,total_annual_spend,days_since_last_visit,num_categories_bought,loyalty_years,discount_usage_pct,online_purchase_pct,return_rate,support_tickets,preferred_category
CUST00936,67,Other,Rural,Medium,44530,27,17,280.8,4773.6,269,2,1,0.78,0.56,0.299,10,Grocery
CUST00937,26,Male,Suburban,Medium,45019,37,31,127.51,3952.81,226,6,10,0.42,0.28,0.069,9,Fashion
CUST00938,25,Female,Suburban,Medium,48913,39,2,202.95,405.9,349,6,8,0.8,0.75,0.274,6,Books
CUST00939,42,Female,Urban,Low,13114,18,33,331.25,10931.25,286,9,3,0.94,0.52,0.275,4,Grocery
CUST00940,44,Other,Suburban,Medium,44293,14,33,419.65,13848.45,317,6,6,0.17,0.18,0.126,4,Books
CUST00941,54,Male,Rural,Medium,52065,13,30,349.44,10483.2,292,8,3,0.76,0.56,0.091,0,Grocery
CUST00942,39,Male,Urban,Low,27262,26,33,301.22,9940.26,147,8,1,0.31,0.95,0.114,6,Home & Garden
CUST00943,66,Male,Urban,Low,21167,23,43,82.39,3542.77,23,9,10,0.32,0.71,0.297,2,Beauty
CUST00944,43,Male,Suburban,Medium,44319,15,4,409.9,1639.6,222,4,8,0.41,0.3,0.186,9,Grocery
CUST00945,24,Male,Urban,High,97856,33,9,28.26,254.34,280,8,3,0.86,0.71,0.163,8,Books
CUST00946,24,Female,Suburban,Medium,50350,30,17,139.45,2370.65,362,3,3,0.02,0.28,0.011,10,Electronics
CUST00947,69,Female,Urban,High,93470,33,36,37.96,1366.56,249,9,8,0.43,0.54,0.254,10,Electronics
CUST00948,25,Female,Urban,High,85151,28,46,337.04,15503.84,208,10,5,0.68,0.53,0.025,4,Electronics
CUST00949,68,Female,Suburban,Medium,51255,39,48,190.5,9144.0,211,3,4,0.11,0.25,0.014,4,Grocery
CUST00950,32,Male,Suburban,High,83221,41,31,329.5,10214.5,42,6,4,0.79,0.35,0.082,6,Electronics
CUST00951,22,Female,Suburban,High,92012,34,22,180.05,3961.1,3,9,4,0.94,0.94,0.143,4,Home & Garden
CUST00952,34,Female,Suburban,Medium,45237,27,22,233.31,5132.82,17,1,5,0.09,0.25,0.269,3,Electronics
CUST00953,50,Female,Suburban,Low,26553,9,4,234.4,937.6,331,8,0,0.15,0.8,0.237,7,Books
CUST00954,40,Female,Suburban,Low,12876,7,25,32.33,808.25,289,9,5,0.97,0.67,0.059,4,Fashion
CUST00955,59,Male,Suburban,Very High,152442,88,27,220.81,5961.87,95,9,4,0.2,0.53,0.112,10,Travel
CUST00956,50,Male,Suburban,High,84230,34,11,324.12,3565.32,155,2,3,0.08,0.14,0.234,2,Books
CUST00957,39,Male,Suburban,Very High,152994,81,40,277.57,11102.8,177,8,3,0.95,0.2,0.158,4,Beauty
CUST00958,51,Male,Urban,Very High,149896,84,43,46.89,2016.27,91,8,4,0.89,0.18,0.052,5,Books
CUST00959,69,Female,Urban,Low,27480,11,16,337.35,5397.6,155,1,4,0.66,0.59,0.119,9,Books
CUST00960,39,Male,Suburban,High,92429,61,48,161.34,7744.32,127,8,9,0.55,0.97,0.188,6,Books
CUST00961,26,Female,Rural,Medium,47952,21,6,17.07,102.42,254,7,5,0.92,0.88,0.292,0,Sports
CUST00962,39,Female,Suburban,High,83397,40,48,86.24,4139.52,277,10,5,0.66,0.03,0.199,3,Sports
CUST00963,62,Male,Urban,Low,21532,22,40,253.8,10152.0,36,1,2,0.66,0.27,0.005,9,Home & Garden
CUST00964,29,Male,Suburban,Medium,49056,28,12,162.1,1945.2,170,10,10,0.84,0.16,0.212,2,Sports
CUST00965,68,Female,Urban,High,82840,52,34,350.25,11908.5,362,6,0,0.65,0.98,0.075,3,Home & Garden
CUST00966,49,Female,Suburban,High,91300,54,17,127.92,2174.64,318,3,6,0.5,0.24,0.259,1,Electronics
CUST00967,49,Male,Suburban,Medium,45360,29,42,388.67,16324.14,290,4,1,0.39,0.2,0.115,7,Travel
CUST00968,34,Male,Suburban,Medium,45747,14,9,150.37,1353.33,269,8,8,0.5,0.62,0.06,1,Beauty
CUST00969,66,Female,Suburban,Medium,42143,18,13,314.22,4084.86,2,10,4,0.52,0.56,0.14,4,Beauty
CUST00970,19,Male,Urban,Very High,147953,84,16,401.62,6425.92,356,4,3,0.36,0.23,0.077,7,Grocery
CUST00971,33,Female,Urban,Medium,45492,26,11,198.92,2188.12,269,10,0,0.45,0.67,0.071,9,Books
CUST00972,40,Male,Rural,Medium,43149,14,18,32.93,592.74,325,7,8,0.8,0.1,0.172,2,Sports
CUST00973,43,Male,Suburban,Medium,48949,19,32,272.37,8715.84,332,2,4,0.42,0.02,0.23,3,Electronics
CUST00974,43,Female,Suburban,Medium,45522,31,33,497.75,16425.75,93,6,2,0.03,0.08,0.25,1,Travel
CUST00975,25,Female,Urban,Medium,44146,12,29,484.81,14059.49,6,9,9,0.28,0.36,0.119,4,Travel
CUST00976,29,Female,Urban,Medium,49468,12,10,118.3,1183.0,241,1,0,0.23,0.98,0.02,10,Books
CUST00977,23,Male,Urban,High,83011,49,11,380.29,4183.19,168,1,5,0.79,0.55,0.145,3,Home & Garden
CUST00978,48,Other,Urban,Very High,157848,71,48,179.03,8593.44,8,1,1,0.45,0.75,0.13,2,Fashion
CUST00979,36,Female,Urban,Very High,149535,82,14,88.53,1239.42,99,6,1,0.28,0.32,0.059,4,Electronics
CUST00980,47,Male,Rural,Medium,57941,29,6,336.3,2017.8,362,1,0,0.81,0.72,0.269,9,Beauty
CUST00981,49,Male,Suburban,Medium,56102,43,24,255.43,6130.32,133,10,2,0.02,0.97,0.292,6,Travel
CUST00982,55,Male,Urban,High,97674,49,1,274.22,274.22,96,2,10,0.17,0.36,0.016,6,Electronics
CUST00983,46,Female,Urban,High,90684,56,18,415.42,7477.56,239,1,4,0.83,1.0,0.239,8,Beauty
CUST00984,52,Male,Urban,Medium,48769,35,45,174.91,7870.95,243,3,10,0.55,0.64,0.194,7,Electronics
CUST00985,49,Female,Suburban,High,93518,37,14,336.88,4716.32,122,8,2,0.77,0.75,0.078,6,Books
CUST00986,52,Male,Urban,High,83290,56,37,189.43,7008.91,310,10,8,0.84,0.25,0.191,6,Electronics
CUST00987,50,Other,Suburban,High,95443,55,26,30.93,804.18,212,3,0,0.94,0.64,0.039,5,Travel
CUST00988,34,Male,Suburban,High,87177,31,19,195.23,3709.37,59,6,1,0.06,0.51,0.021,1,Fashion
CUST00989,31,Female,Urban,Low,12118,1,35,475.52,16643.2,119,8,0,0.8,0.96,0.298,4,Home & Garden
CUST00990,59,Male,Suburban,Medium,45803,15,31,246.8,7650.8,310,8,9,0.71,0.9,0.191,9,Beauty
CUST00991,36,Male,Rural,Medium,45877,7,17,63.03,1071.51,33,2,7,0.21,0.4,0.076,0,Books
CUST00992,47,Female,Urban,Low,12226,2,12,347.04,4164.48,5,9,8,0.93,0.95,0.135,9,Grocery
CUST00993,28,Female,Urban,High,92697,61,48,482.06,23138.88,240,9,10,0.4,0.88,0.285,6,Travel
CUST00994,40,Female,Rural,Medium,43523,20,9,454.89,4094.01,162,8,3,0.89,0.59,0.132,3,Electronics
CUST00995,46,Male,Rural,Low,25547,1,50,290.26,14513.0,93,6,7,0.61,0.08,0.27,1,Home & Garden
CUST00996,51,Female,Suburban,High,89251,44,25,194.38,4859.5,173,4,5,0.53,0.16,0.261,8,Travel
CUST00997,45,Female,Suburban,High,93492,37,52,294.53,15315.56,68,9,5,0.16,0.08,0.103,0,Grocery
CUST00998,37,Female,Urban,High,87434,54,19,409.81,7786.39,137,9,7,0.91,0.11,0.209,5,Sports
CUST00999,68,Male,Suburban,Medium,44112,9,30,432.01,12960.3,86,6,5,0.56,0.98,0.198,1,Home & Garden
CUST01000,45,Female,Urban,High,84885,50,32,411.23,13159.36,215,8,0,0.01,0.21,0.231,9,Home & Garden
